DATE FREQUENCY_TX FREQUENCY_RX MOD_I PHASE_I MOD_Q PHASE_Q MOD PHASE
2023/02/23-11:40:05.839806 1900000000 1900000000 269 2.360 1577 2.374 1599 1.402
2023/02/23-11:40:05.869801 1900000000 1900000000 270 1.868 1577 1.882 1600 1.401
2023/02/23-11:40:05.895536 1900000000 1900000000 271 -0.972 1575 -0.956 1598 1.400
2023/02/23-11:40:05.913834 1900000000 1900000000 271 1.206 1575 1.221 1598 1.400
2023/02/23-11:40:05.938443 1900000000 1900000000 275 -0.889 1572 -0.874 1596 1.398
2023/02/23-11:40:05.957662 1900000000 1900000000 272 1.433 1574 1.448 1598 1.399
2023/02/23-11:40:05.979030 1900000000 1900000000 270 -2.549 1577 -2.535 1600 1.401
2023/02/23-11:40:05.999382 1900000000 1900000000 271 -1.768 1575 -1.753 1598 1.400
2023/02/23-11:40:06.026512 1900000000 1900000000 271 -2.691 1574 -2.676 1598 1.400
2023/02/23-11:40:06.047173 1900000000 1900000000 270 2.964 1575 2.979 1598 1.401
2023/02/23-11:40:06.073618 1900000000 1900000000 269 3.077 1576 3.092 1599 1.402
2023/02/23-11:40:06.093514 1900000000 1900000000 271 -1.779 1574 -1.764 1597 1.400
2023/02/23-11:40:06.112571 1900000000 1900000000 269 -1.222 1575 -1.207 1598 1.401
2023/02/23-11:40:06.131023 1900000000 1900000000 270 -2.351 1575 -2.337 1598 1.401
2023/02/23-11:40:06.154616 1900000000 1900000000 273 0.750 1574 0.765 1597 1.399
2023/02/23-11:40:06.172183 1900000000 1900000000 268 -0.064 1576 -0.050 1599 1.402
2023/02/23-11:40:06.201208 1900000000 1900000000 272 1.393 1573 1.408 1597 1.400
2023/02/23-11:40:06.223194 1900000000 1900000000 274 -0.423 1572 -0.408 1596 1.398
2023/02/23-11:40:06.241265 1900000000 1900000000 273 2.004 1573 2.020 1596 1.399
2023/02/23-11:40:06.262009 1900000000 1900000000 273 -2.130 1572 -2.115 1596 1.399
2023/02/23-11:40:06.284232 1900000000 1900000000 272 0.120 1575 0.134 1598 1.400
2023/02/23-11:40:06.308568 1900000000 1900000000 270 2.944 1574 2.959 1597 1.401
