DATE FREQUENCY_TX FREQUENCY_RX MOD_I PHASE_I MOD_Q PHASE_Q MOD PHASE
2023/02/23-18:19:13.764205 1900000000 1900000000 2 2.185 7 1.745 7 1.226
2023/02/23-18:19:13.786669 1900000000 1900000000 3 -2.196 1 0.784 4 0.190
2023/02/23-18:19:13.808722 1900000000 1900000000 3 -0.491 2 2.405 4 0.502
2023/02/23-18:19:13.829097 1900000000 1900000000 2 0.767 3 -0.018 3 0.893
2023/02/23-18:19:13.849532 1900000000 1900000000 4 -2.299 2 1.070 4 0.373
2023/02/23-18:19:13.865426 1900000000 1900000000 2 2.764 3 -0.460 3 1.072
2023/02/23-18:19:13.890788 1900000000 1900000000 2 1.652 2 0.228 3 0.778
2023/02/23-18:19:13.919030 1900000000 1900000000 3 2.954 2 1.181 3 0.580
2023/02/23-18:19:13.940418 1900000000 1900000000 3 -1.514 2 -0.886 4 0.467
2023/02/23-18:19:13.957995 1900000000 1900000000 4 -0.435 4 3.033 5 0.804
2023/02/23-18:19:13.980009 1900000000 1900000000 1 2.409 0 3.104 1 0.266
2023/02/23-18:19:13.994908 1900000000 1900000000 5 0.286 3 2.793 5 0.540
2023/02/23-18:19:14.012596 1900000000 1900000000 1 -2.825 0 2.593 1 0.377
2023/02/23-18:19:14.033308 1900000000 1900000000 1 0.920 1 -2.155 2 0.764
2023/02/23-18:19:14.052203 1900000000 1900000000 4 -2.584 2 0.496 4 0.424
2023/02/23-18:19:14.070870 1900000000 1900000000 5 2.147 1 -3.034 5 0.149
2023/02/23-18:19:14.090955 1900000000 1900000000 0 2.407 2 1.927 2 1.438
2023/02/23-18:19:14.112980 1900000000 1900000000 3 2.554 4 1.998 5 0.906
2023/02/23-18:19:14.129408 1900000000 1900000000 2 -2.895 3 -1.500 4 0.940
2023/02/23-18:19:14.149885 1900000000 1900000000 2 1.504 2 -1.466 3 0.965
2023/02/23-18:19:14.170051 1900000000 1900000000 4 -1.423 2 -1.037 5 0.469
2023/02/23-18:19:14.188936 1900000000 1900000000 3 2.826 1 3.005 3 0.383
2023/02/23-18:19:14.211254 1900000000 1900000000 4 1.898 4 -3.021 6 0.717
2023/02/23-18:19:14.228970 1900000000 1900000000 3 2.207 2 1.024 3 0.603
2023/02/23-18:19:14.249885 1900000000 1900000000 1 0.625 3 1.870 4 1.185
2023/02/23-18:19:14.273522 1900000000 1900000000 1 0.719 1 0.828 1 0.712
2023/02/23-18:19:14.289880 1900000000 1900000000 2 -0.986 2 1.565 3 0.687
2023/02/23-18:19:14.317957 1900000000 1900000000 1 1.977 1 -0.940 2 0.726
2023/02/23-18:19:14.337911 1900000000 1900000000 3 -1.291 5 2.853 5 1.029
2023/02/23-18:19:14.363072 1900000000 1900000000 1 -1.330 3 1.527 3 1.131
