DATE FREQUENCY_TX FREQUENCY_RX MOD_I PHASE_I MOD_Q PHASE_Q MOD PHASE
2023/02/24-15:25:20.025615 1900000000 1900000000 1405 1.318 169 -1.830 1415 0.120
2023/02/24-15:25:20.042846 1900000000 1900000000 1406 0.540 169 -2.608 1416 0.119
2023/02/24-15:25:20.070599 1900000000 1900000000 1405 0.815 168 -2.332 1415 0.119
2023/02/24-15:25:20.087083 1900000000 1900000000 1404 -2.903 169 0.230 1415 0.120
2023/02/24-15:25:20.114415 1900000000 1900000000 1406 -1.539 168 1.596 1416 0.119
2023/02/24-15:25:20.127502 1900000000 1900000000 1404 1.181 171 -1.967 1415 0.121
2023/02/24-15:25:20.150674 1900000000 1900000000 1405 -0.386 169 2.749 1415 0.120
2023/02/24-15:25:20.174104 1900000000 1900000000 1404 -2.410 172 0.725 1415 0.122
2023/02/24-15:25:20.191012 1900000000 1900000000 1405 -2.977 170 0.158 1415 0.120
2023/02/24-15:25:20.205977 1900000000 1900000000 1404 -0.087 171 3.049 1414 0.121
2023/02/24-15:25:20.230080 1900000000 1900000000 1405 -2.754 169 0.382 1415 0.120
2023/02/24-15:25:20.250646 1900000000 1900000000 1403 2.239 171 -0.910 1413 0.122
2023/02/24-15:25:20.272430 1900000000 1900000000 1404 -3.023 171 0.113 1415 0.121
2023/02/24-15:25:20.312413 1900000000 1900000000 1403 -1.032 172 2.103 1413 0.122
2023/02/24-15:25:20.337202 1900000000 1900000000 1404 1.737 171 -1.411 1414 0.121
2023/02/24-15:25:20.349322 1900000000 1900000000 1402 -0.526 174 2.608 1413 0.123
2023/02/24-15:25:20.378392 1900000000 1900000000 1404 -3.033 173 0.102 1414 0.122
2023/02/24-15:25:20.395253 1900000000 1900000000 1402 2.581 173 -0.566 1413 0.123
2023/02/24-15:25:20.421415 1900000000 1900000000 1401 -1.849 176 1.287 1412 0.125
2023/02/24-15:25:20.441475 1900000000 1900000000 1401 2.148 175 -1.000 1412 0.124
2023/02/24-15:25:20.464785 1900000000 1900000000 1403 -2.455 174 0.681 1413 0.123
2023/02/24-15:25:20.480650 1900000000 1900000000 1401 -2.079 176 1.056 1412 0.125
2023/02/24-15:25:20.520111 1900000000 1900000000 1402 -2.841 172 0.294 1413 0.122
