DATE FREQUENCY_TX FREQUENCY_RX MOD_I PHASE_I MOD_Q PHASE_Q MOD PHASE
2023/02/24-10:52:19.472181 1900000000 1900000000 1563 -0.877 300 2.251 1592 0.190
2023/02/24-10:52:19.505397 1900000000 1900000000 1564 -0.468 297 2.661 1592 0.188
2023/02/24-10:52:19.532933 1900000000 1900000000 1565 2.457 296 -0.699 1593 0.187
2023/02/24-10:52:19.552123 1900000000 1900000000 1564 1.161 299 -1.994 1592 0.189
2023/02/24-10:52:19.574494 1900000000 1900000000 1564 -0.550 298 2.577 1592 0.188
2023/02/24-10:52:19.590266 1900000000 1900000000 1562 -2.217 300 0.913 1590 0.190
2023/02/24-10:52:19.613494 1900000000 1900000000 1563 1.670 299 -1.485 1591 0.189
2023/02/24-10:52:19.638318 1900000000 1900000000 1562 -2.856 299 0.272 1591 0.189
2023/02/24-10:52:19.658916 1900000000 1900000000 1562 1.979 300 -1.175 1591 0.190
2023/02/24-10:52:19.687074 1900000000 1900000000 1562 0.093 300 -3.062 1591 0.190
2023/02/24-10:52:19.705813 1900000000 1900000000 1562 -2.316 300 0.811 1591 0.190
2023/02/24-10:52:19.723637 1900000000 1900000000 1562 -0.628 302 2.500 1591 0.191
2023/02/24-10:52:19.747644 1900000000 1900000000 1562 1.261 300 -1.895 1591 0.190
2023/02/24-10:52:19.770960 1900000000 1900000000 1561 -2.862 302 0.266 1590 0.191
2023/02/24-10:52:19.789500 1900000000 1900000000 1561 -3.020 304 0.108 1590 0.192
2023/02/24-10:52:19.806927 1900000000 1900000000 1563 -1.886 300 1.242 1591 0.190
2023/02/24-10:52:19.830933 1900000000 1900000000 1559 0.136 303 -3.019 1589 0.192
2023/02/24-10:52:19.846836 1900000000 1900000000 1562 -1.774 302 1.355 1591 0.191
2023/02/24-10:52:19.880558 1900000000 1900000000 1562 0.540 300 -2.615 1591 0.190
2023/02/24-10:52:19.896457 1900000000 1900000000 1562 2.011 300 -1.143 1591 0.190
2023/02/24-10:52:19.916433 1900000000 1900000000 1562 1.030 299 -2.125 1590 0.189
2023/02/24-10:52:19.939225 1900000000 1900000000 1561 -2.169 302 0.959 1590 0.191
2023/02/24-10:52:19.966921 1900000000 1900000000 1560 -0.490 302 2.638 1589 0.192
2023/02/24-10:52:19.982633 1900000000 1900000000 1560 0.877 303 -2.278 1589 0.192
2023/02/24-10:52:20.008092 1900000000 1900000000 1561 -2.190 301 0.939 1590 0.191
2023/02/24-10:52:20.027313 1900000000 1900000000 1560 -2.288 302 0.841 1589 0.191
2023/02/24-10:52:20.049708 1900000000 1900000000 1561 -2.007 300 1.121 1590 0.190
2023/02/24-10:52:20.066527 1900000000 1900000000 1560 2.599 302 -0.554 1589 0.191
2023/02/24-10:52:20.092137 1900000000 1900000000 1561 0.378 301 -2.777 1590 0.190
2023/02/24-10:52:20.112310 1900000000 1900000000 1561 2.226 299 -0.928 1590 0.189
2023/02/24-10:52:20.129686 1900000000 1900000000 1562 1.434 301 -1.720 1591 0.190
2023/02/24-10:52:20.147120 1900000000 1900000000 1562 0.792 299 -2.362 1591 0.189
2023/02/24-10:52:20.165412 1900000000 1900000000 1561 1.742 302 -1.413 1590 0.191
2023/02/24-10:52:20.191803 1900000000 1900000000 1561 0.629 302 -2.526 1590 0.191
2023/02/24-10:52:20.213645 1900000000 1900000000 1560 -1.198 302 1.931 1589 0.191
2023/02/24-10:52:20.231835 1900000000 1900000000 1559 1.564 303 -1.591 1588 0.192
2023/02/24-10:52:20.247554 1900000000 1900000000 1560 -1.003 301 2.125 1589 0.191
