DATE FREQUENCY_TX FREQUENCY_RX MOD_I PHASE_I MOD_Q PHASE_Q MOD PHASE
2023/02/22-11:27:56.874984 1900000000 1900000000 470 2.900 1617 -0.275 1684 1.288
2023/02/22-11:27:56.895990 1900000000 1900000000 465 -0.357 1621 2.749 1686 1.292
2023/02/22-11:27:56.918987 1900000000 1900000000 463 -0.290 1621 2.817 1686 1.293
2023/02/22-11:27:56.941513 1900000000 1900000000 464 -0.142 1620 2.966 1685 1.292
2023/02/22-11:27:56.969049 1900000000 1900000000 468 -1.429 1618 1.678 1685 1.290
2023/02/22-11:27:56.985241 1900000000 1900000000 463 -0.029 1621 3.079 1686 1.293
2023/02/22-11:27:57.013492 1900000000 1900000000 462 -3.101 1621 0.005 1685 1.293
2023/02/22-11:27:57.033686 1900000000 1900000000 463 -1.315 1620 1.791 1685 1.292
2023/02/22-11:27:57.063836 1900000000 1900000000 469 -0.330 1617 2.777 1684 1.289
2023/02/22-11:27:57.083046 1900000000 1900000000 467 1.733 1618 -1.443 1684 1.290
2023/02/22-11:27:57.108380 1900000000 1900000000 465 -0.540 1620 2.567 1685 1.291
2023/02/22-11:27:57.131872 1900000000 1900000000 468 -0.424 1617 2.683 1684 1.289
2023/02/22-11:27:57.149582 1900000000 1900000000 465 1.699 1619 -1.477 1684 1.291
2023/02/22-11:27:57.174910 1900000000 1900000000 464 2.879 1619 -0.299 1685 1.292
2023/02/22-11:27:57.196166 1900000000 1900000000 465 0.641 1619 -2.536 1684 1.291
2023/02/22-11:27:57.220517 1900000000 1900000000 462 -1.792 1619 1.314 1684 1.293
2023/02/22-11:27:57.234108 1900000000 1900000000 461 -0.189 1621 2.917 1685 1.294
2023/02/22-11:27:57.260045 1900000000 1900000000 464 -2.719 1618 0.389 1684 1.292
2023/02/22-11:27:57.275125 1900000000 1900000000 462 1.463 1620 -1.713 1684 1.293
2023/02/22-11:27:57.295137 1900000000 1900000000 461 -0.090 1620 3.016 1685 1.294
2023/02/22-11:27:57.318480 1900000000 1900000000 464 -2.530 1618 0.576 1683 1.292
2023/02/22-11:27:57.331078 1900000000 1900000000 461 -1.131 1620 1.975 1684 1.294
2023/02/22-11:27:57.359337 1900000000 1900000000 463 -0.157 1619 2.950 1684 1.293
2023/02/22-11:27:57.379811 1900000000 1900000000 466 3.073 1617 -0.104 1683 1.290
