DATE FREQUENCY_TX FREQUENCY_RX MOD_I PHASE_I MOD_Q PHASE_Q MOD PHASE
2023/02/22-11:24:28.061660 1900000000 1900000000 1851 -0.024 532 0.005 1926 0.280
2023/02/22-11:24:28.084498 1900000000 1900000000 1851 1.233 531 1.262 1926 0.280
2023/02/22-11:24:28.104672 1900000000 1900000000 1849 -2.395 534 -2.366 1925 0.281
2023/02/22-11:24:28.128573 1900000000 1900000000 1851 -0.170 531 -0.141 1926 0.280
2023/02/22-11:24:28.144155 1900000000 1900000000 1851 -1.384 531 -1.356 1926 0.279
2023/02/22-11:24:28.166311 1900000000 1900000000 1851 0.277 531 0.305 1926 0.279
2023/02/22-11:24:28.184956 1900000000 1900000000 1850 -0.830 534 -0.801 1925 0.281
2023/02/22-11:24:28.211917 1900000000 1900000000 1849 1.847 535 1.876 1925 0.281
2023/02/22-11:24:28.232494 1900000000 1900000000 1849 1.122 535 1.151 1924 0.282
2023/02/22-11:24:28.252620 1900000000 1900000000 1847 0.560 537 0.588 1923 0.283
2023/02/22-11:24:28.281865 1900000000 1900000000 1849 1.113 535 1.141 1924 0.281
2023/02/22-11:24:28.303234 1900000000 1900000000 1851 1.413 532 1.441 1926 0.280
2023/02/22-11:24:28.323622 1900000000 1900000000 1849 0.513 534 0.542 1925 0.281
2023/02/22-11:24:28.342216 1900000000 1900000000 1847 -1.919 536 -1.891 1923 0.283
2023/02/22-11:24:28.368464 1900000000 1900000000 1849 1.533 534 1.562 1924 0.281
2023/02/22-11:24:28.392454 1900000000 1900000000 1851 1.472 532 1.500 1926 0.280
2023/02/22-11:24:28.406463 1900000000 1900000000 1852 -1.815 530 -1.786 1927 0.278
2023/02/22-11:24:28.424197 1900000000 1900000000 1849 -0.429 534 -0.401 1925 0.281
2023/02/22-11:24:28.442467 1900000000 1900000000 1849 -2.159 534 -2.130 1925 0.281
2023/02/22-11:24:28.470699 1900000000 1900000000 1848 1.519 536 1.548 1924 0.282
2023/02/22-11:24:28.488561 1900000000 1900000000 1852 -1.510 530 -1.481 1926 0.279
2023/02/22-11:24:28.509769 1900000000 1900000000 1850 2.124 533 2.153 1925 0.281
2023/02/22-11:24:28.537036 1900000000 1900000000 1850 0.078 533 0.107 1926 0.280
2023/02/22-11:24:28.564161 1900000000 1900000000 1849 -2.545 534 -2.517 1925 0.281
2023/02/22-11:24:28.580443 1900000000 1900000000 1849 1.949 534 1.979 1925 0.281
2023/02/22-11:24:28.593526 1900000000 1900000000 1854 1.511 528 1.540 1928 0.278
2023/02/22-11:24:28.613526 1900000000 1900000000 1850 -1.531 532 -1.502 1925 0.280
2023/02/22-11:24:28.650815 1900000000 1900000000 1852 -0.715 531 -0.686 1926 0.279
2023/02/22-11:24:28.673155 1900000000 1900000000 1851 -3.131 531 -3.102 1926 0.280
2023/02/22-11:24:28.692593 1900000000 1900000000 1850 1.586 533 1.615 1925 0.280
2023/02/22-11:24:28.719170 1900000000 1900000000 1849 -0.190 533 -0.162 1925 0.281
