DATE FREQUENCY_TX FREQUENCY_RX MOD_I PHASE_I MOD_Q PHASE_Q MOD PHASE
2022/08/02-14:18:46.817950 1900000000 1900000000 1339 2.611 1758 -0.517 2210 0.920
2022/08/02-14:18:46.842519 1900000000 1900000000 1341 0.177 1758 -2.951 2211 0.919
2022/08/02-14:18:46.863341 1900000000 1900000000 1339 -2.372 1758 0.784 2210 0.920
2022/08/02-14:18:46.880239 1900000000 1900000000 1340 1.509 1757 -1.619 2210 0.919
2022/08/02-14:18:46.902117 1900000000 1900000000 1335 -1.872 1759 1.283 2208 0.922
2022/08/02-14:18:46.920931 1900000000 1900000000 1337 0.208 1759 -2.920 2209 0.921
2022/08/02-14:18:46.940824 1900000000 1900000000 1340 -2.718 1757 0.437 2210 0.919
2022/08/02-14:18:46.970497 1900000000 1900000000 1340 0.929 1757 -2.199 2210 0.919
2022/08/02-14:18:46.994709 1900000000 1900000000 1334 2.568 1760 -0.560 2208 0.922
2022/08/02-14:18:47.015611 1900000000 1900000000 1337 -1.455 1758 1.700 2209 0.921
2022/08/02-14:18:47.034591 1900000000 1900000000 1338 -2.788 1758 0.367 2209 0.920
2022/08/02-14:18:47.073293 1900000000 1900000000 1338 1.239 1758 -1.889 2210 0.920
2022/08/02-14:18:47.098982 1900000000 1900000000 1337 2.454 1759 -0.674 2209 0.921
2022/08/02-14:18:47.119118 1900000000 1900000000 1334 2.042 1759 -1.086 2207 0.922
2022/08/02-14:18:47.142380 1900000000 1900000000 1335 0.613 1758 -2.515 2208 0.921
2022/08/02-14:18:47.163509 1900000000 1900000000 1336 -1.757 1759 1.398 2209 0.921
2022/08/02-14:18:47.188731 1900000000 1900000000 1334 1.414 1759 -1.715 2208 0.922
2022/08/02-14:18:47.210610 1900000000 1900000000 1336 2.452 1759 -0.676 2209 0.921
2022/08/02-14:18:47.233196 1900000000 1900000000 1335 -2.893 1760 0.262 2209 0.922
2022/08/02-14:18:47.251786 1900000000 1900000000 1334 1.912 1761 -1.216 2209 0.922
2022/08/02-14:18:47.272837 1900000000 1900000000 1337 -2.477 1760 0.679 2210 0.921
2022/08/02-14:18:47.294800 1900000000 1900000000 1338 0.491 1760 -2.638 2211 0.921
2022/08/02-14:18:47.314679 1900000000 1900000000 1334 2.452 1761 -0.676 2209 0.923
2022/08/02-14:18:47.335969 1900000000 1900000000 1332 -1.959 1763 1.197 2209 0.924
2022/08/02-14:18:47.362620 1900000000 1900000000 1338 0.780 1761 -2.348 2212 0.921
2022/08/02-14:18:47.386762 1900000000 1900000000 1336 1.969 1762 -1.160 2211 0.922
2022/08/02-14:18:47.407540 1900000000 1900000000 1333 2.727 1761 -0.401 2209 0.923
2022/08/02-14:18:47.434905 1900000000 1900000000 1334 1.556 1762 -1.572 2210 0.923
2022/08/02-14:18:47.452205 1900000000 1900000000 1338 -0.772 1761 2.383 2212 0.921
2022/08/02-14:18:47.467509 1900000000 1900000000 1337 1.454 1759 -1.674 2210 0.921
2022/08/02-14:18:47.496353 1900000000 1900000000 1335 -0.540 1761 2.616 2209 0.922
2022/08/02-14:18:47.516146 1900000000 1900000000 1336 2.113 1761 -1.016 2210 0.922
2022/08/02-14:18:47.540669 1900000000 1900000000 1335 1.653 1762 -1.475 2211 0.922
2022/08/02-14:18:47.560597 1900000000 1900000000 1332 0.239 1761 -2.889 2208 0.923
2022/08/02-14:18:47.581952 1900000000 1900000000 1332 -0.324 1761 2.832 2208 0.923
2022/08/02-14:18:47.604499 1900000000 1900000000 1335 -2.348 1761 0.807 2210 0.922
2022/08/02-14:18:47.628431 1900000000 1900000000 1336 -1.151 1760 2.004 2210 0.922
2022/08/02-14:18:47.650546 1900000000 1900000000 1334 2.676 1760 -0.452 2208 0.922
2022/08/02-14:18:47.675124 1900000000 1900000000 1333 0.127 1762 -3.001 2209 0.923
2022/08/02-14:18:47.701434 1900000000 1900000000 1326 -2.788 1762 0.367 2205 0.925
2022/08/02-14:18:47.723254 1900000000 1900000000 1324 -2.758 1763 0.397 2204 0.927
