DATE FREQUENCY_TX FREQUENCY_RX MOD_I PHASE_I MOD_Q PHASE_Q MOD PHASE
2023/02/23-12:02:15.451812 1900000000 1900000000 1610 0.376 193 -2.777 1621 0.119
2023/02/23-12:02:15.473260 1900000000 1900000000 1609 -0.537 195 2.592 1620 0.121
2023/02/23-12:02:15.489878 1900000000 1900000000 1609 0.665 192 -2.489 1621 0.119
2023/02/23-12:02:15.510341 1900000000 1900000000 1610 -2.310 193 0.818 1621 0.119
2023/02/23-12:02:15.530432 1900000000 1900000000 1608 -0.583 193 2.546 1620 0.120
2023/02/23-12:02:15.550350 1900000000 1900000000 1611 -2.817 193 0.311 1623 0.119
2023/02/23-12:02:15.573708 1900000000 1900000000 1610 -1.199 191 1.929 1621 0.118
2023/02/23-12:02:15.593292 1900000000 1900000000 1608 1.358 197 -1.795 1620 0.122
2023/02/23-12:02:15.615976 1900000000 1900000000 1609 1.883 194 -1.272 1621 0.120
2023/02/23-12:02:15.641697 1900000000 1900000000 1607 2.644 195 -0.511 1619 0.121
2023/02/23-12:02:15.659178 1900000000 1900000000 1608 1.558 194 -1.596 1620 0.120
2023/02/23-12:02:15.687443 1900000000 1900000000 1610 -0.384 192 2.745 1622 0.118
2023/02/23-12:02:15.706094 1900000000 1900000000 1608 2.832 194 -0.321 1620 0.120
2023/02/23-12:02:15.730340 1900000000 1900000000 1609 1.249 193 -1.905 1620 0.119
2023/02/23-12:02:15.755092 1900000000 1900000000 1607 -0.626 195 2.503 1619 0.121
2023/02/23-12:02:15.784748 1900000000 1900000000 1609 0.719 195 -2.434 1621 0.121
2023/02/23-12:02:15.800294 1900000000 1900000000 1606 2.360 196 -0.794 1618 0.122
2023/02/23-12:02:15.831314 1900000000 1900000000 1607 2.854 198 -0.300 1619 0.123
2023/02/23-12:02:15.854774 1900000000 1900000000 1606 0.862 196 -2.292 1618 0.121
2023/02/23-12:02:15.875374 1900000000 1900000000 1605 2.702 198 -0.451 1617 0.123
2023/02/23-12:02:15.897923 1900000000 1900000000 1607 1.056 198 -2.098 1619 0.123
2023/02/23-12:02:15.926744 1900000000 1900000000 1606 0.995 199 -2.158 1618 0.123
2023/02/23-12:02:15.946988 1900000000 1900000000 1606 -2.855 199 0.274 1618 0.124
2023/02/23-12:02:15.965679 1900000000 1900000000 1604 -2.655 199 0.475 1617 0.124
2023/02/23-12:02:15.986480 1900000000 1900000000 1605 1.428 198 -1.726 1617 0.123
2023/02/23-12:02:16.005553 1900000000 1900000000 1605 -2.488 199 0.641 1617 0.123
2023/02/23-12:02:16.025424 1900000000 1900000000 1606 -1.376 199 1.754 1618 0.123
2023/02/23-12:02:16.043786 1900000000 1900000000 1605 -0.915 198 2.213 1617 0.123
2023/02/23-12:02:16.078240 1900000000 1900000000 1605 -0.320 198 2.810 1617 0.123
2023/02/23-12:02:16.097894 1900000000 1900000000 1605 1.474 197 -1.680 1617 0.122
2023/02/23-12:02:16.117701 1900000000 1900000000 1607 2.587 196 -0.567 1619 0.121
2023/02/23-12:02:16.145447 1900000000 1900000000 1606 -0.234 196 2.896 1618 0.122
2023/02/23-12:02:16.173675 1900000000 1900000000 1606 0.140 197 -3.014 1618 0.122
2023/02/23-12:02:16.191470 1900000000 1900000000 1605 -2.835 200 0.293 1617 0.124
2023/02/23-12:02:16.216943 1900000000 1900000000 1606 0.784 197 -2.369 1618 0.122
2023/02/23-12:02:16.238246 1900000000 1900000000 1604 -0.779 201 2.350 1616 0.125
2023/02/23-12:02:16.261520 1900000000 1900000000 1605 0.524 198 -2.630 1617 0.123
2023/02/23-12:02:16.284093 1900000000 1900000000 1604 0.053 200 -3.101 1616 0.124
2023/02/23-12:02:16.309256 1900000000 1900000000 1603 0.588 199 -2.565 1616 0.124
2023/02/23-12:02:16.330980 1900000000 1900000000 1605 -1.545 198 1.584 1617 0.123
2023/02/23-12:02:16.350456 1900000000 1900000000 1603 -1.816 200 1.314 1616 0.124
2023/02/23-12:02:16.373249 1900000000 1900000000 1605 1.683 199 -1.472 1617 0.123
2023/02/23-12:02:16.397643 1900000000 1900000000 1604 3.083 201 -0.070 1617 0.124
2023/02/23-12:02:16.421225 1900000000 1900000000 1606 -0.719 199 2.410 1618 0.123
2023/02/23-12:02:16.439569 1900000000 1900000000 1607 1.331 197 -1.824 1619 0.122
2023/02/23-12:02:16.465874 1900000000 1900000000 1606 -2.744 196 0.385 1618 0.121
2023/02/23-12:02:16.493731 1900000000 1900000000 1607 2.561 196 -0.593 1619 0.121
2023/02/23-12:02:16.504389 1900000000 1900000000 1608 3.094 194 -0.061 1620 0.120
2023/02/23-12:02:16.531206 1900000000 1900000000 1605 -1.354 199 1.775 1618 0.124
2023/02/23-12:02:16.546907 1900000000 1900000000 1604 -0.264 199 2.864 1616 0.123
2023/02/23-12:02:16.568020 1900000000 1900000000 1606 0.193 197 -2.961 1618 0.122
2023/02/23-12:02:16.594134 1900000000 1900000000 1605 2.232 199 -0.921 1617 0.124
2023/02/23-12:02:16.613977 1900000000 1900000000 1603 -0.491 202 2.638 1616 0.125
2023/02/23-12:02:16.636203 1900000000 1900000000 1605 -0.139 199 2.991 1618 0.123
2023/02/23-12:02:16.660779 1900000000 1900000000 1603 -2.062 199 1.069 1616 0.123
2023/02/23-12:02:16.685219 1900000000 1900000000 1606 1.801 195 -1.352 1617 0.121
2023/02/23-12:02:16.705483 1900000000 1900000000 1605 0.009 197 3.139 1617 0.122
2023/02/23-12:02:16.726206 1900000000 1900000000 1603 0.809 200 -2.345 1615 0.124
2023/02/23-12:02:16.746263 1900000000 1900000000 1604 0.738 198 -2.416 1617 0.123
2023/02/23-12:02:16.778059 1900000000 1900000000 1602 -2.455 198 0.673 1614 0.123
2023/02/23-12:02:16.798203 1900000000 1900000000 1600 -2.078 199 1.051 1612 0.124
2023/02/23-12:02:16.828314 1900000000 1900000000 1599 0.940 199 -2.215 1611 0.124
2023/02/23-12:02:16.851469 1900000000 1900000000 1599 -1.218 198 1.911 1611 0.123
2023/02/23-12:02:16.875422 1900000000 1900000000 1597 0.136 199 -3.017 1610 0.124
2023/02/23-12:02:16.892105 1900000000 1900000000 1595 0.220 199 -2.934 1607 0.124
2023/02/23-12:02:16.911418 1900000000 1900000000 1595 -1.308 198 1.821 1607 0.123
2023/02/23-12:02:16.932475 1900000000 1900000000 1591 -0.873 201 2.256 1603 0.126
2023/02/23-12:02:16.961323 1900000000 1900000000 1588 2.445 203 -0.708 1601 0.127
2023/02/23-12:02:16.982665 1900000000 1900000000 1588 2.266 202 -0.889 1601 0.126
