1677148845493;10004;127006;60000
1677148845525;10004;127006;60000
1677148845557;10004;127006;60000
1677148845589;10004;126986;60021
1677148845621;9937;126331;60492
1677148845653;9804;124564;61536
1677148845685;9567;121724;63150
1677148845717;9291;118427;64977
1677148845749;9025;115159;66804
1677148845781;8768;111920;68634
1677148845813;8512;108737;70467
1677148845845;8236;105592;72297
1677148845877;7990;102420;74124
1677148845909;7724;99228;75957
1677148845941;7467;96007;77787
1677148845973;7201;92796;79617
1677148846005;6926;89595;81444
1677148846037;6678;86440;83274
1677148846069;6413;83268;85104
1677148846101;6156;80085;86937
1677148846133;5899;76884;88764
1677148846165;5643;73663;90594
1677148846197;5358;70471;92427
1677148846229;5101;67288;94254
1677148846261;4845;64125;96087
1677148846293;4588;60943;97914
1677148846325;4323;57750;99744
1677148846357;4056;54540;101571
1677148846389;3810;51348;103401
1677148846421;3544;48156;105234
1677148846453;3287;44992;107064
1677148846485;3012;41810;108891
1677148846517;2755;38608;110724
1677148846549;2498;35406;112554
1677148846581;2232;32214;114381
1677148846613;1957;29032;116211
1677148846645;1720;25850;118041
1677148846677;1444;22667;119874
1677148846709;1188;19466;121701
1677148846741;941;16274;123534
1677148846773;675;13082;125361
1677148846805;389;9908;127188
1677148846837;181;7192;128700
1677148846869;47;5539;129636
1677148846901;-10;4912;129987
1677148846933;76;4883;129999
1677148846965;1083;4902;129999
1677148846997;3258;4930;129999
1677148847029;6365;4959;129999
1677148847061;9614;4959;129999
1677148847093;12835;4950;129999
1677148847125;16036;4959;129999
1677148847157;19276;4969;129999
1677148847189;22486;4969;129999
1677148847221;25688;4978;129999
1677148847253;28890;4988;129999
1677148847285;32062;4969;129999
1677148847317;35236;4988;129999
1677148847349;38456;4978;129999
1677148847381;41648;4997;129999
1677148847413;44868;4988;129999
1677148847445;48080;5007;129999
1677148847477;51291;4988;129999
1677148847509;54511;4997;129999
1677148847541;57703;4997;129999
1677148847573;60895;4978;129999
1677148847605;64087;4997;129999
1677148847637;67279;4997;129999
1677148847669;70471;4997;129999
1677148847701;73673;5006;129999
1677148847733;76884;5006;129999
1677148847765;80095;5006;129999
1677148847797;83306;5007;129999
1677148847829;86507;5016;129999
1677148847861;89699;4997;129999
1677148847893;92891;4997;129999
1677148847925;96074;5007;129999
1677148847957;99275;4978;129999
1677148847989;102477;4988;129999
1677148848021;105678;4997;129999
1677148848053;108870;4997;129999
1677148848085;112090;5007;129999
1677148848117;115302;5007;129999
1677148848149;118503;5016;129999
1677148848181;121705;5007;129999
1677148848213;124887;5016;129999
1677148848245;128089;5006;129999
1677148848277;131281;5006;129999
1677148848309;134473;4987;129999
1677148848341;137664;4969;129999
1677148848373;140876;4987;129999
1677148848405;144086;4987;129999
1677148848437;147288;4997;129999
1677148848469;150490;5007;129999
1677148848501;153691;5016;129999
1677148848533;156883;5016;129999
1677148848565;160084;5007;129999
1677148848597;163276;5007;129999
1677148848629;166478;4997;129999
1677148848661;169680;5007;129999
1677148848693;172881;4997;129999
1677148848725;176082;4988;129999
1677148848757;179284;4997;129999
1677148848789;182486;4987;129999
1677148848821;185678;5007;129999
1677148848853;188889;5007;129999
1677148848885;192071;5016;129999
1677148848917;195292;5006;129999
1677148848949;198484;5007;129999
1677148848981;201685;5016;129999
1677148849013;204877;4997;129999
1677148849045;208079;5007;129999
1677148849077;211290;4987;129999
1677148849109;214482;4988;129999
1677148849141;217683;4997;129999
1677148849173;220884;4987;129999
1677148849205;224076;5007;129999
1677148849237;227278;5016;129999
1677148849269;230470;5016;129999
1677148849301;233681;5016;129999
1677148849333;236873;4997;129999
1677148849365;240074;5007;129999
1677148849397;243276;4997;129999
1677148849429;246478;5007;129999
1677148849461;249679;4997;129999
1677148849493;252871;4978;129999
1677148849525;256082;4997;129999
1677148849557;259274;4997;129999
1677148849589;262466;5016;129999
1677148849621;265677;5016;129999
1677148849653;268860;5025;129999
1677148849685;272071;5006;129999
1677148849717;275263;5006;129999
1677148849749;278464;5016;129999
1677148849781;281656;4997;129999
1677148849813;284848;5016;129999
1677148849845;288059;4997;129999
1677148849877;291251;4997;129999
1677148849909;294452;5006;129999
1677148849941;297654;4997;129999
1677148849973;300808;5016;129999
1677148850005;303316;5035;129999
1677148850037;304665;5035;129999
1677148850069;305054;5045;129999
1677148850101;304855;5035;129999
1677148850133;303544;5035;129999
1677148850165;301140;5044;129999
1677148850197;297901;5073;129999
1677148850229;294671;5130;129999
1677148850261;291422;5168;129999
1677148850293;288211;5244;129999
1677148850325;285000;5301;129999
1677148850357;281770;5358;129999
1677148850389;278568;5424;129999
1677148850421;275376;5481;129999
1677148850453;272184;5519;129999
1677148850485;268974;5577;129999
1677148850517;265782;5614;129999
1677148850549;262571;5672;129999
1677148850581;259369;5719;129999
1677148850613;256148;5785;129999
1677148850645;252928;5833;129999
1677148850677;249717;5909;129999
1677148850709;246525;5947;129999
1677148850741;243314;6004;129999
1677148850773;240122;6061;129999
1677148850805;236940;6108;129999
1677148850837;233738;6156;129999
1677148850869;230546;6213;129999
1677148850901;227354;6251;129999
1677148850933;224143;6308;129999
1677148850965;220932;6365;129999
1677148850997;217721;6422;129999
1677148851029;214510;6479;129999
1677148851061;211308;6546;129999
1677148851093;208126;6593;129999
1677148851125;204915;6650;129999
1677148851157;201733;6697;129999
1677148851189;198540;6736;129999
1677148851221;195339;6783;129999
1677148851253;192138;6831;129999
1677148851285;188927;6888;129999
1677148851317;185735;6944;129999
1677148851349;182524;7001;129999
1677148851381;179332;7058;129999
1677148851413;176121;7115;129999
1677148851445;172919;7163;129999
1677148851477;169746;7220;129999
1677148851509;166535;7277;129999
1677148851541;163343;7334;129999
1677148851573;160142;7382;129999
1677148851605;156940;7429;129999
1677148851637;153738;7477;129999
1677148851669;150528;7514;129999
1677148851701;147336;7572;129999
1677148851733;144124;7629;129999
1677148851765;140932;7686;129999
1677148851797;137722;7742;129999
1677148851829;134539;7790;129999
1677148851861;131338;7857;129999
1677148851893;128127;7914;129999
1677148851925;124963;7961;129999
1677148851957;121733;8018;129999
1677148851989;118532;8066;129999
1677148852021;115340;8104;129999
1677148852053;112148;8142;129999
1677148852085;108956;8199;129999
1677148852117;105735;8265;129999
1677148852149;102534;8331;129999
1677148852181;99342;8370;129999
1677148852213;96140;8436;129999
1677148852245;92938;8484;129999
1677148852277;89737;8531;129999
1677148852309;86526;8588;129999
1677148852341;83344;8636;129999
1677148852373;80142;8683;129999
1677148852405;76950;8721;129999
1677148852437;73758;8778;129999
1677148852469;70547;8835;129999
1677148852501;67346;8883;129999
1677148852533;64144;8949;129999
1677148852565;60952;9006;129999
1677148852597;57732;9054;129999
1677148852629;54540;9111;129999
1677148852661;51348;9168;129999
1677148852693;48146;9215;129999
1677148852725;44945;9262;129999
1677148852757;41752;9320;129999
1677148852789;38561;9358;129999
1677148852821;35359;9405;129999
1677148852853;32158;9472;129999
1677148852885;28956;9538;129999
1677148852917;25745;9595;129999
1677148852949;22553;9633;129999
1677148852981;19352;9681;129999
1677148853013;16150;9747;129999
1677148853045;12949;9795;129999
1677148853077;9747;9842;129999
1677148853109;6565;9890;129999
1677148853141;3468;9928;129999
1677148853173;1245;9984;129999
1677148853205;123;10004;129999
1677148853237;-76;9994;129999
1677148853269;323;10013;129999
1677148853301;1957;10051;129999
1677148853333;4626;10080;129999
1677148853365;7952;10136;129999
1677148853397;11172;10184;129999
1677148853429;14402;10241;129999
1677148853461;17594;10298;129999
1677148853493;20815;10346;129999
1677148853525;24016;10393;129999
1677148853557;27218;10440;129999
1677148853589;30410;10498;129999
1677148853621;33602;10555;129999
1677148853653;36812;10592;129999
