DATE FREQUENCY_TX FREQUENCY_RX MOD_I PHASE_I MOD_Q PHASE_Q MOD PHASE
2023/02/22-11:04:13.998187 1900000000 1900000000 466 -1.419 1647 1.688 1711 1.295
2023/02/22-11:04:14.024802 1900000000 1900000000 468 0.892 1645 -2.285 1710 1.293
2023/02/22-11:04:14.044241 1900000000 1900000000 466 -2.717 1647 0.389 1711 1.295
2023/02/22-11:04:14.072519 1900000000 1900000000 468 0.088 1646 -3.089 1711 1.294
2023/02/22-11:04:14.098215 1900000000 1900000000 462 0.074 1649 -3.103 1712 1.298
2023/02/22-11:04:14.113742 1900000000 1900000000 463 -0.825 1648 2.281 1712 1.297
2023/02/22-11:04:14.132170 1900000000 1900000000 463 -1.064 1648 2.042 1712 1.297
2023/02/22-11:04:14.153440 1900000000 1900000000 457 -1.312 1652 1.793 1714 1.301
2023/02/22-11:04:14.171010 1900000000 1900000000 464 -1.401 1648 1.705 1712 1.296
2023/02/22-11:04:14.193677 1900000000 1900000000 458 -3.024 1651 0.081 1713 1.300
2023/02/22-11:04:14.208898 1900000000 1900000000 459 0.893 1650 -2.285 1713 1.299
2023/02/22-11:04:14.230010 1900000000 1900000000 460 0.822 1650 -2.356 1712 1.299
2023/02/22-11:04:14.249623 1900000000 1900000000 459 -0.144 1651 2.962 1713 1.300
2023/02/22-11:04:14.270372 1900000000 1900000000 463 -1.101 1649 2.004 1713 1.297
2023/02/22-11:04:14.298148 1900000000 1900000000 465 -0.244 1646 2.862 1711 1.296
2023/02/22-11:04:14.318096 1900000000 1900000000 454 -1.614 1654 1.490 1715 1.303
2023/02/22-11:04:14.340297 1900000000 1900000000 457 -1.765 1651 1.339 1713 1.301
2023/02/22-11:04:14.359748 1900000000 1900000000 460 -0.898 1650 2.207 1713 1.299
2023/02/22-11:04:14.381714 1900000000 1900000000 460 2.809 1650 -0.368 1713 1.299
2023/02/22-11:04:14.403725 1900000000 1900000000 464 -1.247 1647 1.858 1711 1.296
2023/02/22-11:04:14.423243 1900000000 1900000000 460 -2.840 1650 0.265 1713 1.299
2023/02/22-11:04:14.451251 1900000000 1900000000 464 -2.408 1647 0.698 1712 1.296
2023/02/22-11:04:14.472834 1900000000 1900000000 461 1.380 1649 -1.799 1712 1.298
