DATE FREQUENCY_TX FREQUENCY_RX MOD_I PHASE_I MOD_Q PHASE_Q MOD PHASE
2023/02/23-19:25:16.510584 1900000000 1900000000 1197 1.406 374 -1.743 1254 0.303
2023/02/23-19:25:16.530538 1900000000 1900000000 1197 3.094 373 -0.055 1254 0.302
2023/02/23-19:25:16.551896 1900000000 1900000000 1196 -0.847 376 2.288 1254 0.305
2023/02/23-19:25:16.574585 1900000000 1900000000 1195 -0.420 376 2.715 1253 0.305
2023/02/23-19:25:16.600150 1900000000 1900000000 1198 1.936 372 -1.212 1254 0.301
2023/02/23-19:25:16.616244 1900000000 1900000000 1194 3.125 378 -0.023 1253 0.306
2023/02/23-19:25:16.634439 1900000000 1900000000 1196 2.848 374 -0.300 1253 0.303
2023/02/23-19:25:16.652704 1900000000 1900000000 1196 0.679 375 -2.469 1254 0.304
2023/02/23-19:25:16.671306 1900000000 1900000000 1198 -2.700 374 0.436 1255 0.303
2023/02/23-19:25:16.695139 1900000000 1900000000 1196 1.456 376 -1.692 1253 0.304
2023/02/23-19:25:16.711750 1900000000 1900000000 1196 0.143 374 -3.005 1254 0.303
2023/02/23-19:25:16.732805 1900000000 1900000000 1197 0.071 374 -3.078 1254 0.303
2023/02/23-19:25:16.756002 1900000000 1900000000 1195 -2.934 377 0.200 1253 0.306
2023/02/23-19:25:16.776155 1900000000 1900000000 1198 -0.165 371 2.971 1254 0.300
2023/02/23-19:25:16.795721 1900000000 1900000000 1197 1.843 373 -1.305 1254 0.302
2023/02/23-19:25:16.820997 1900000000 1900000000 1196 2.699 376 -0.449 1253 0.305
2023/02/23-19:25:16.839245 1900000000 1900000000 1196 1.641 372 -1.507 1253 0.302
2023/02/23-19:25:16.880174 1900000000 1900000000 1193 2.011 377 -1.137 1251 0.306
2023/02/23-19:25:16.896833 1900000000 1900000000 1195 0.969 376 -2.180 1253 0.305
2023/02/23-19:25:16.915719 1900000000 1900000000 1194 1.158 375 -1.990 1252 0.305
2023/02/23-19:25:16.936472 1900000000 1900000000 1193 2.900 378 -0.248 1251 0.307
2023/02/23-19:25:16.962004 1900000000 1900000000 1194 -0.774 375 2.361 1252 0.305
2023/02/23-19:25:16.992343 1900000000 1900000000 1195 1.994 374 -1.154 1252 0.304
2023/02/23-19:25:17.024883 1900000000 1900000000 1197 -1.507 371 1.628 1254 0.301
2023/02/23-19:25:17.046294 1900000000 1900000000 1196 0.743 372 -2.404 1252 0.301
2023/02/23-19:25:17.067693 1900000000 1900000000 1194 -0.005 377 3.130 1252 0.306
2023/02/23-19:25:17.094810 1900000000 1900000000 1197 -2.161 371 0.975 1253 0.301
2023/02/23-19:25:17.111352 1900000000 1900000000 1192 1.393 378 -1.755 1251 0.307
2023/02/23-19:25:17.135156 1900000000 1900000000 1196 -1.086 372 2.049 1252 0.302
2023/02/23-19:25:17.151140 1900000000 1900000000 1195 -2.887 373 0.248 1252 0.303
2023/02/23-19:25:17.175373 1900000000 1900000000 1195 2.667 375 -0.480 1253 0.304
2023/02/23-19:25:17.194446 1900000000 1900000000 1196 0.667 374 -2.481 1253 0.303
2023/02/23-19:25:17.217258 1900000000 1900000000 1196 0.779 372 -2.369 1253 0.301
2023/02/23-19:25:17.235015 1900000000 1900000000 1193 -2.034 378 1.101 1252 0.307
2023/02/23-19:25:17.258607 1900000000 1900000000 1197 -0.508 371 2.627 1253 0.300
2023/02/23-19:25:17.288551 1900000000 1900000000 1197 0.586 373 -2.562 1254 0.303
2023/02/23-19:25:17.307233 1900000000 1900000000 1196 0.842 374 -2.306 1254 0.303
2023/02/23-19:25:17.329265 1900000000 1900000000 1195 -2.944 378 0.191 1253 0.306
2023/02/23-19:25:17.351451 1900000000 1900000000 1195 -0.368 376 2.767 1252 0.305
2023/02/23-19:25:17.367433 1900000000 1900000000 1192 -0.707 379 2.429 1251 0.308
2023/02/23-19:25:17.385524 1900000000 1900000000 1194 -1.647 376 1.488 1252 0.305
2023/02/23-19:25:17.418501 1900000000 1900000000 1195 -0.373 373 2.762 1252 0.303
2023/02/23-19:25:17.433889 1900000000 1900000000 1188 -0.465 380 2.669 1247 0.309
2023/02/23-19:25:17.454359 1900000000 1900000000 1192 -0.060 375 3.076 1250 0.305
2023/02/23-19:25:17.476699 1900000000 1900000000 1191 0.764 376 -2.384 1249 0.305
2023/02/23-19:25:17.500231 1900000000 1900000000 1191 1.596 374 -1.553 1249 0.304
2023/02/23-19:25:17.520372 1900000000 1900000000 1192 0.049 375 -3.099 1250 0.304
2023/02/23-19:25:17.544191 1900000000 1900000000 1193 -1.909 371 1.227 1250 0.302
2023/02/23-19:25:17.560772 1900000000 1900000000 1193 -0.420 369 2.716 1249 0.300
2023/02/23-19:25:17.578963 1900000000 1900000000 1191 1.745 372 -1.403 1247 0.303
2023/02/23-19:25:17.604225 1900000000 1900000000 1191 -2.774 367 0.361 1246 0.299
2023/02/23-19:25:17.623405 1900000000 1900000000 1187 1.677 372 -1.471 1244 0.304
2023/02/23-19:25:17.643512 1900000000 1900000000 1181 -0.024 378 3.111 1240 0.310
2023/02/23-19:25:17.673580 1900000000 1900000000 1179 1.716 374 -1.433 1237 0.307
2023/02/23-19:25:17.700528 1900000000 1900000000 1174 -0.526 378 2.609 1234 0.312
2023/02/23-19:25:17.722000 1900000000 1900000000 1172 -2.764 378 0.371 1232 0.312
2023/02/23-19:25:17.744287 1900000000 1900000000 1166 -0.790 381 2.345 1227 0.316
2023/02/23-19:25:17.769992 1900000000 1900000000 1163 0.590 381 -2.558 1224 0.316
2023/02/23-19:25:17.789966 1900000000 1900000000 1159 -1.778 384 1.357 1221 0.320
2023/02/23-19:25:17.815062 1900000000 1900000000 1157 -0.560 383 2.575 1218 0.320
2023/02/23-19:25:17.834500 1900000000 1900000000 1152 2.697 387 -0.451 1215 0.324
2023/02/23-19:25:17.854413 1900000000 1900000000 1147 0.804 387 -2.345 1211 0.325
2023/02/23-19:25:17.897686 1900000000 1900000000 1147 0.050 385 -3.099 1210 0.324
2023/02/23-19:25:17.920092 1900000000 1900000000 1146 3.112 385 -0.037 1209 0.324
