DATE FREQUENCY_TX FREQUENCY_RX MOD_I PHASE_I MOD_Q PHASE_Q MOD PHASE
2023/02/22-12:50:46.306533 1900000000 1900000000 1600 1.458 491 -1.692 1674 0.298
2023/02/22-12:50:46.330377 1900000000 1900000000 1601 -2.879 491 0.255 1675 0.298
2023/02/22-12:50:46.350695 1900000000 1900000000 1601 1.607 490 -1.542 1674 0.297
2023/02/22-12:50:46.367146 1900000000 1900000000 1599 -3.095 493 0.039 1673 0.299
2023/02/22-12:50:46.395503 1900000000 1900000000 1597 1.562 494 -1.588 1672 0.300
2023/02/22-12:50:46.408530 1900000000 1900000000 1596 -2.818 496 0.315 1672 0.301
2023/02/22-12:50:46.430855 1900000000 1900000000 1599 1.297 494 -1.853 1673 0.299
2023/02/22-12:50:46.456869 1900000000 1900000000 1599 -2.971 491 0.163 1673 0.298
2023/02/22-12:50:46.476666 1900000000 1900000000 1599 0.315 493 -2.835 1673 0.299
2023/02/22-12:50:46.492971 1900000000 1900000000 1599 -1.196 492 1.937 1673 0.299
2023/02/22-12:50:46.510536 1900000000 1900000000 1600 -2.681 491 0.453 1674 0.298
2023/02/22-12:50:46.528032 1900000000 1900000000 1598 -0.529 494 2.605 1673 0.300
2023/02/22-12:50:46.546403 1900000000 1900000000 1601 -2.614 492 0.520 1674 0.298
2023/02/22-12:50:46.567843 1900000000 1900000000 1599 0.419 495 -2.730 1674 0.300
2023/02/22-12:50:46.586103 1900000000 1900000000 1597 2.293 495 -0.857 1672 0.300
2023/02/22-12:50:46.616541 1900000000 1900000000 1600 -0.308 492 2.826 1674 0.298
2023/02/22-12:50:46.634674 1900000000 1900000000 1598 -1.916 495 1.217 1673 0.301
2023/02/22-12:50:46.662044 1900000000 1900000000 1594 3.027 498 -0.122 1670 0.303
2023/02/22-12:50:46.682183 1900000000 1900000000 1598 -2.190 494 0.943 1672 0.300
2023/02/22-12:50:46.710827 1900000000 1900000000 1598 1.805 493 -1.344 1672 0.299
2023/02/22-12:50:46.735204 1900000000 1900000000 1600 2.749 491 -0.401 1674 0.298
2023/02/22-12:50:46.756966 1900000000 1900000000 1593 -1.168 499 1.966 1669 0.304
2023/02/22-12:50:46.778443 1900000000 1900000000 1593 -1.103 501 2.031 1669 0.305
2023/02/22-12:50:46.803430 1900000000 1900000000 1598 -1.206 493 1.928 1673 0.299
2023/02/22-12:50:46.824885 1900000000 1900000000 1595 1.505 496 -1.645 1670 0.301
2023/02/22-12:50:46.843641 1900000000 1900000000 1599 0.114 493 -3.035 1673 0.299
2023/02/22-12:50:46.870608 1900000000 1900000000 1596 -0.203 496 2.931 1671 0.302
2023/02/22-12:50:46.890328 1900000000 1900000000 1594 2.541 498 -0.608 1670 0.303
2023/02/22-12:50:46.906968 1900000000 1900000000 1600 2.260 492 -0.889 1674 0.298
2023/02/22-12:50:46.931368 1900000000 1900000000 1597 3.070 495 -0.079 1672 0.301
2023/02/22-12:50:46.960037 1900000000 1900000000 1597 -2.591 495 0.543 1672 0.301
