DATE FREQUENCY_TX FREQUENCY_RX MOD_I PHASE_I MOD_Q PHASE_Q MOD PHASE
2023/02/22-12:44:58.587288 1900000000 1900000000 1594 -1.752 521 1.383 1677 0.316
2023/02/22-12:44:58.614199 1900000000 1900000000 1587 -2.826 530 0.308 1674 0.322
2023/02/22-12:44:58.639557 1900000000 1900000000 1590 -2.091 526 1.043 1675 0.319
2023/02/22-12:44:58.662618 1900000000 1900000000 1591 -0.033 525 3.101 1675 0.319
2023/02/22-12:44:58.690863 1900000000 1900000000 1595 2.385 520 -0.765 1678 0.315
2023/02/22-12:44:58.706245 1900000000 1900000000 1594 0.958 521 -2.191 1677 0.316
2023/02/22-12:44:58.729359 1900000000 1900000000 1591 -2.161 525 0.973 1675 0.319
2023/02/22-12:44:58.748013 1900000000 1900000000 1590 -2.377 524 0.757 1674 0.319
2023/02/22-12:44:58.772439 1900000000 1900000000 1590 -1.594 525 1.539 1675 0.319
2023/02/22-12:44:58.785758 1900000000 1900000000 1589 1.131 526 -2.018 1673 0.320
2023/02/22-12:44:58.815280 1900000000 1900000000 1591 3.009 524 -0.141 1675 0.318
2023/02/22-12:44:58.833272 1900000000 1900000000 1592 2.219 524 -0.931 1676 0.318
2023/02/22-12:44:58.864985 1900000000 1900000000 1588 -1.822 525 1.312 1673 0.319
2023/02/22-12:44:58.888150 1900000000 1900000000 1590 -1.125 524 2.009 1674 0.318
2023/02/22-12:44:58.905688 1900000000 1900000000 1592 -2.264 523 0.869 1675 0.317
2023/02/22-12:44:58.921261 1900000000 1900000000 1593 -2.813 522 0.321 1676 0.316
2023/02/22-12:44:58.948342 1900000000 1900000000 1592 -1.373 523 1.761 1676 0.317
2023/02/22-12:44:58.972330 1900000000 1900000000 1592 -0.882 522 2.252 1675 0.317
2023/02/22-12:44:59.000997 1900000000 1900000000 1592 -0.843 524 2.290 1676 0.318
2023/02/22-12:44:59.021792 1900000000 1900000000 1588 1.656 528 -1.493 1674 0.321
2023/02/22-12:44:59.043139 1900000000 1900000000 1589 -1.441 527 1.693 1675 0.320
2023/02/22-12:44:59.066816 1900000000 1900000000 1587 0.406 530 -2.743 1674 0.322
2023/02/22-12:44:59.085795 1900000000 1900000000 1595 -1.912 523 1.222 1678 0.317
2023/02/22-12:44:59.106776 1900000000 1900000000 1592 2.820 526 -0.329 1676 0.319
2023/02/22-12:44:59.124826 1900000000 1900000000 1592 -2.540 527 0.594 1677 0.320
2023/02/22-12:44:59.143277 1900000000 1900000000 1593 -2.235 525 0.899 1677 0.319
2023/02/22-12:44:59.166130 1900000000 1900000000 1592 0.178 526 -2.972 1676 0.319
2023/02/22-12:44:59.182207 1900000000 1900000000 1592 0.689 526 -2.461 1676 0.319
2023/02/22-12:44:59.206152 1900000000 1900000000 1590 1.919 528 -1.230 1675 0.321
2023/02/22-12:44:59.225612 1900000000 1900000000 1590 1.833 526 -1.316 1675 0.319
2023/02/22-12:44:59.248478 1900000000 1900000000 1591 1.403 525 -1.747 1676 0.319
2023/02/22-12:44:59.269649 1900000000 1900000000 1589 2.722 526 -0.427 1674 0.319
2023/02/22-12:44:59.289817 1900000000 1900000000 1589 -0.295 525 2.839 1674 0.319
2023/02/22-12:44:59.316533 1900000000 1900000000 1590 1.411 526 -1.739 1675 0.319
2023/02/22-12:44:59.329631 1900000000 1900000000 1594 0.128 523 -3.021 1678 0.317
2023/02/22-12:44:59.349607 1900000000 1900000000 1591 3.101 525 -0.048 1675 0.319
2023/02/22-12:44:59.370761 1900000000 1900000000 1590 2.593 526 -0.556 1675 0.319
2023/02/22-12:44:59.392019 1900000000 1900000000 1591 2.313 525 -0.837 1675 0.319
2023/02/22-12:44:59.412076 1900000000 1900000000 1587 -0.187 529 2.947 1673 0.321
2023/02/22-12:44:59.431083 1900000000 1900000000 1589 2.730 527 -0.419 1674 0.320
2023/02/22-12:44:59.455101 1900000000 1900000000 1589 0.599 527 -2.550 1674 0.320
2023/02/22-12:44:59.474595 1900000000 1900000000 1592 2.494 525 -0.655 1676 0.318
2023/02/22-12:44:59.495875 1900000000 1900000000 1593 -2.612 523 0.522 1677 0.317
2023/02/22-12:44:59.513948 1900000000 1900000000 1590 -0.979 527 2.154 1675 0.320
2023/02/22-12:44:59.544016 1900000000 1900000000 1587 3.010 529 -0.140 1673 0.322
2023/02/22-12:44:59.560290 1900000000 1900000000 1591 2.662 524 -0.487 1675 0.318
2023/02/22-12:44:59.581733 1900000000 1900000000 1591 3.074 525 -0.074 1675 0.319
2023/02/22-12:44:59.605680 1900000000 1900000000 1590 2.814 527 -0.335 1675 0.320
2023/02/22-12:44:59.626809 1900000000 1900000000 1590 0.061 525 -3.088 1675 0.319
2023/02/22-12:44:59.654576 1900000000 1900000000 1591 -3.101 525 0.032 1675 0.319
2023/02/22-12:44:59.672340 1900000000 1900000000 1590 1.865 526 -1.284 1674 0.320
2023/02/22-12:44:59.694700 1900000000 1900000000 1589 1.940 526 -1.209 1674 0.320
2023/02/22-12:44:59.721768 1900000000 1900000000 1590 0.125 525 -3.024 1675 0.319
2023/02/22-12:44:59.743364 1900000000 1900000000 1590 2.154 523 -0.995 1674 0.318
2023/02/22-12:44:59.763811 1900000000 1900000000 1589 0.893 525 -2.256 1673 0.319
2023/02/22-12:44:59.784283 1900000000 1900000000 1588 -1.146 526 1.988 1673 0.320
2023/02/22-12:44:59.798802 1900000000 1900000000 1587 0.731 529 -2.418 1673 0.322
2023/02/22-12:44:59.825276 1900000000 1900000000 1585 -1.048 530 2.086 1672 0.323
2023/02/22-12:44:59.844544 1900000000 1900000000 1589 1.344 527 -1.805 1674 0.320
2023/02/22-12:44:59.867374 1900000000 1900000000 1586 -1.553 528 1.581 1672 0.321
2023/02/22-12:44:59.884537 1900000000 1900000000 1584 0.230 532 -2.919 1670 0.324
2023/02/22-12:44:59.903425 1900000000 1900000000 1590 2.040 523 -1.110 1674 0.318
2023/02/22-12:44:59.922171 1900000000 1900000000 1589 3.081 527 -0.068 1674 0.320
2023/02/22-12:44:59.942342 1900000000 1900000000 1591 -2.181 524 0.953 1675 0.318
2023/02/22-12:44:59.967274 1900000000 1900000000 1592 -1.936 523 1.198 1676 0.317
2023/02/22-12:44:59.987904 1900000000 1900000000 1585 0.120 531 -3.030 1672 0.323
2023/02/22-12:45:00.011316 1900000000 1900000000 1587 2.046 527 -1.103 1672 0.320
2023/02/22-12:45:00.037448 1900000000 1900000000 1589 -2.659 524 0.474 1673 0.319
2023/02/22-12:45:00.053551 1900000000 1900000000 1588 -0.357 525 2.777 1673 0.319
2023/02/22-12:45:00.076520 1900000000 1900000000 1584 2.353 529 -0.797 1670 0.322
2023/02/22-12:45:00.099474 1900000000 1900000000 1588 -1.771 525 1.363 1673 0.319
2023/02/22-12:45:00.122310 1900000000 1900000000 1588 -2.217 527 0.917 1673 0.320
